,0,1,2,3
0,2011,0,2,1
1,2011,0,2,4
2,2011,0,2,4
3,2011,0,2,4
4,2011,0,2,4
5,2011,0,2,4
6,2011,0,2,4
7,2011,0,2,4
8,2011,0,2,4
9,2011,0,2,4
10,2011,0,2,4
11,2011,0,2,4
12,2011,0,2,4
13,2011,0,2,4
14,2011,0,2,5
15,2011,0,2,5
16,2011,0,2,5
17,2011,0,2,5
18,2011,0,2,5
19,2011,0,2,5
20,2011,0,2,5
21,2011,0,2,5
22,2011,0,2,5
23,2011,0,2,5
24,2011,0,2,5
25,2011,0,2,5
26,2011,0,2,5
27,2011,0,2,5
28,2011,0,2,5
29,2011,0,2,5
30,2011,0,2,5
31,2011,0,2,5
32,2011,0,2,5
33,2011,0,2,5
34,2011,0,2,5
35,2011,0,2,5
36,2011,0,2,5
37,2011,0,2,5
38,2011,0,2,5
39,2011,0,2,5
40,2011,0,2,5
41,2011,0,2,5
42,2011,0,2,5
43,2011,0,2,5
44,2011,0,2,5
45,2011,0,2,6
46,2011,0,2,6
47,2011,0,2,6
48,2011,0,2,6
49,2011,0,2,6
50,2011,0,2,6
51,2011,0,2,6
52,2011,0,2,6
53,2011,0,2,6
54,2011,0,2,6
55,2011,0,2,6
56,2011,0,2,6
57,2011,0,2,6
58,2011,0,2,6
59,2011,0,2,6
60,2011,0,2,6
61,2011,0,2,6
62,2011,0,2,6
63,2011,0,2,6
64,2011,0,2,6
65,2011,0,2,6
66,2011,0,2,6
67,2011,0,2,6
68,2011,0,2,6
69,2011,0,2,6
70,2011,0,2,6
71,2011,0,2,6
72,2011,0,2,6
73,2011,0,2,6
74,2011,0,2,6
75,2011,0,2,7
76,2011,0,2,7
77,2011,0,2,7
78,2011,0,2,7
79,2011,0,2,7
80,2011,0,2,7
81,2011,0,2,7
82,2011,0,2,7
83,2011,0,2,7
84,2011,0,2,7
85,2011,0,2,7
86,2011,0,2,7
87,2011,0,2,7
88,2011,0,2,7
89,2011,0,2,7
90,2011,0,2,7
91,2011,0,2,7
92,2011,0,2,7
93,2011,0,2,7
94,2011,0,2,7
95,2011,0,2,7
96,2011,0,2,7
97,2011,0,2,7
98,2011,0,2,7
99,2011,0,2,7
100,2011,0,2,7
101,2011,0,2,7
102,2011,0,2,7
103,2011,0,2,7
104,2011,0,2,7
105,2011,0,2,7
106,2011,0,2,8
107,2011,0,2,8
108,2011,0,2,8
109,2011,0,2,8
110,2011,0,2,8
111,2011,0,2,8
112,2011,0,2,8
113,2011,0,2,8
114,2011,0,2,8
115,2011,0,2,8
116,2011,0,2,8
117,2011,0,2,8
118,2011,0,2,8
119,2011,0,2,8
120,2011,0,2,8
121,2011,0,2,8
122,2011,0,2,8
123,2011,0,2,8
124,2011,0,2,8
125,2011,0,2,8
126,2011,0,2,8
127,2011,0,2,8
128,2011,0,2,8
129,2011,0,2,8
130,2011,0,2,8
131,2011,0,2,8
132,2011,0,2,8
133,2011,0,2,8
134,2011,0,2,8
135,2011,0,2,8
136,2011,0,2,8
137,2011,0,2,9
138,2011,0,2,9
139,2011,0,2,9
140,2011,0,2,9
141,2011,0,2,9
142,2011,0,2,9
143,2011,0,2,9
144,2011,0,2,9
145,2011,0,2,9
146,2011,0,2,9
147,2011,0,2,9
148,2011,0,2,9
149,2011,0,2,9
150,2011,0,2,9
151,2011,0,2,9
152,2011,0,2,9
153,2011,0,2,9
154,2011,0,2,9
155,2011,0,2,9
156,2011,0,2,9
157,2011,0,2,9
158,2011,0,2,9
159,2011,0,2,9
160,2011,0,2,9
161,2011,0,2,9
162,2011,0,2,9
163,2011,0,2,9
164,2011,0,2,9
165,2011,0,2,9
166,2011,0,2,9
167,2011,0,2,10
168,2011,0,2,10
169,2011,0,2,10
170,2011,0,2,10
171,2011,0,2,10
